新闻,#genre#
鳳凰衛視,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/18.ts
鳳凰香港,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/19.ts
鳳凰衛視電影台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/20.ts
HOYTV(開電視),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/21.ts
RTHK31,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/24.ts
RTHK32,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/25.ts
RTHK33CCTV1,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/26.ts
RTHK34CGTN記錄,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/27.ts
RTHK35CGTN,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/28.ts
Now直播台CH331,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/31.ts
NowViu劇集台CH102,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/33.ts
Now華劇台(粵)CH105,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/34.ts
Now華劇台(國)CH105,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/35.ts
NowJelli紫金CH108,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/36.ts
HBOCH115,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/37.ts
MOVIEMOVIECH116,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/38.ts
CinemaxCH118,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/39.ts
Now爆穀星影台CH138,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/40.ts
Now爆穀台CH133,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/41.ts
美亞電影台(粵)CH201,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/42.ts
美亞電影台(國)CH202,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/43.ts
中國電影頻道香港版CH204,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/44.ts
POPC電影頻道CH206,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/45.ts
KIXCH304,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/46.ts
LoveNature4KCH403,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/69.ts
GlobalTrekerCH407,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/70.ts
DreamWorks(粵)CH440,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/73.ts
DreamWorks(國)CH440,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/74.ts
卡通頻道(粵)CNCH443,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/75.ts
卡通頻道(國)CNCH443,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/76.ts
BBCCBeebies(粵)CH447,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/77.ts
DaVinci達文西頻道CH460,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/78.ts
ROCKEntertainmentCH501,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/71.ts
ROCKActionCH502,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/72.ts
AXNCH503,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/79.ts
AnimaxCH504,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/80.ts
tvNCH505,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/81.ts
FashionBoxCH603,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/84.ts
MezzoLiveCH604,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/85.ts
鳳凰中文台CH610,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/87.ts
鳳凰香港台CH612,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/86.ts
TVBSUPER-FREE(粵)CH01,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/47.ts
TVBSUPER-FREE(國)CH001,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/50.ts
TVB黃金翡翠台CH080,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/52.ts
TVB千禧經典台CH086,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/53.ts
TVB亞洲劇台(原聲)CH087,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/54.ts
TVB亞洲劇台(粵)CH087,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/55.ts
TVB華語劇台(粵)CH089,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/56.ts
TVB華語劇台(國)CH089,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/57.ts
TVB黃金華劇台(粵)CH090,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/58.ts
TVB黃金華劇台(國)CH090,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/59.ts
TVB娛樂新聞台CH091,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/60.ts
TVB戲曲台CH098,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/61.ts
SUPERKidsChannelCH100,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/62.ts
ZooMooCH101,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/63.ts
尼克兒童NickelodeonCH104,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/64.ts
TVB粵語片台CH200,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/65.ts
ThrillCH202,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/66.ts
天映經典(粵)CCMCH203,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/67.ts
天映經典(國)CCMCH203,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/68.ts
天映頻道(粵)CM,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/124.ts
天映頻道(國)CM,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/125.ts
TVB功夫台(粵),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/118.ts
TVB功夫台(國),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/119.ts
TVB星河(國),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/121.ts
TVB星河(粵),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/120.ts
TVBPearlDrama明珠劇集台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/117.ts
TVB生活台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/126.ts
SUPER獎門人CH02,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/127.ts
SUPEREYTCH03,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/128.ts
SUPER識食CH04,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/129.ts
SUPER識歎CH05,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/130.ts
SUPERMusicCH06,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/131.ts
SUPER金曲CH07,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/132.ts
SUPER煲劇CH08,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/133.ts
SUPER劇場CH09,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/134.ts
SUPER話當年CH10,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/135.ts
星空衛視,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/145.ts
香港C＋頻道,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/147.ts
ChannelV音樂台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/143.ts
澳視澳門台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/150.ts
澳視衛星台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/151.ts
澳門蓮花衛視,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/148.ts
澳門體育台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/152.ts
NowSportsPlusCH680,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/114.ts
NowGolf2CH683,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/115.ts
NowGolf3CH684,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/116.ts
SUPERSportsCH11,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/48.ts
台湾TW,#genre#
民视,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/156.ts
中视,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/159.ts
华视,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/158.ts
台视,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/157.ts
公视,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/160.ts
中天综合台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/175.ts
中天娱乐台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/176.ts
中天亚洲台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/177.ts
东森综合台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/178.ts
东森电影台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/179.ts
东森戏剧台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/180.ts
东森洋片台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/181.ts
TVBS综合,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/182.ts
TVBS欢乐台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/183.ts
TVBS精采台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/184.ts
TVBS台剧台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/186.ts
TVBS综艺台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/185.ts
三立综合台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/187.ts
三立台湾台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/188.ts
三立戏剧台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/190.ts
三立都会台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/189.ts
中视经典台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/196.ts
中视菁采台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/197.ts
民视台湾台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/192.ts
民视影剧台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/194.ts
民视旅游台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/195.ts
民视第一台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/191.ts
民视综艺台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/193.ts
台视综合台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/198.ts
公视3,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/200.ts
公视台语台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/199.ts
公视戏剧,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/201.ts
HBO,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/202.ts
HBOFamily,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/204.ts
HBOHits,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/205.ts
HBOSignature,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/203.ts
HBOLOGO,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/206.ts
CINEMAX,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/207.ts
美亚电影台湾台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/208.ts
好莱坞电影台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/210.ts
壹电影,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/222.ts
龙祥时代电影,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/209.ts
私人影院,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/225.ts
影迷数位纪实台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/214.ts
影迷数字电影台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/218.ts
我的欧洲电影MyCinemaEurope,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/220.ts
华纳电影台WarnerTV,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/221.ts
AMC最爱电影,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/219.ts
AXN,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/211.ts
CATCHPLAY电影台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/216.ts
CI罪案侦查频道,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/213.ts
CinemaWorld,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/215.ts
CNEX视纳华仁纪实频道,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/217.ts
HITS频道,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/212.ts
Lifetime娱乐频道,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/223.ts
tvN,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/224.ts
纬来综合台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/229.ts
纬来戏剧台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/230.ts
纬来日本台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/227.ts
纬来电影台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/231.ts
纬来精彩台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/232.ts
纬来育乐台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/228.ts
龙华偶像台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/236.ts
龙华卡通台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/239.ts
龙华戏剧台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/235.ts
龙华日韩台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/234.ts
龙华洋片台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/238.ts
龙华电影台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/233.ts
龙华经典台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/237.ts
八大综合台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/241.ts
八大娱乐台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/245.ts
八大戏剧台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/242.ts
八大第一台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/244.ts
八大精彩台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/240.ts
八大综艺台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/243.ts
ELTA爱尔达娱乐台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/252.ts
ELTA爱尔达影剧台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/248.ts
ELTA爱尔达日韩台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/250.ts
ELTA爱尔达生活旅游台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/251.ts
ELTA爱尔达综合台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/249.ts
靖天综合台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/279.ts
靖天卡通台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/277.ts
靖天戏剧台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/275.ts
靖天日本台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/280.ts
靖天映画台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/281.ts
靖天欢乐台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/284.ts
靖天电影台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/282.ts
靖天育乐台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/283.ts
靖天资讯台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/285.ts
靖洋戏剧台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/276.ts
靖洋卡通NiceBingo,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/278.ts
KLT-靖天国际,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/286.ts
探索频道DiscoveryChannel,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/287.ts
探索亚洲DiscoveryAsia,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/288.ts
探索动力DiscoveryDMAX,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/290.ts
探索科学DiscoveryScience,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/289.ts
历史频道2HISTORY2,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/293.ts
历史频道History,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/292.ts
国家地理NationalGeographic,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/294.ts
动物星球,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/295.ts
亚洲美食频道AsianFoodNetwork,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/300.ts
DiscoveryEVE,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/291.ts
Smart知识台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/331.ts
TLC旅游台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/298.ts
LoveNature,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/296.ts
BBCEarth,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/304.ts
BBCLifestyle,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/305.ts
Asia亚洲旅游台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/297.ts
TravelChannel旅游台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/299.ts
居家乐活频道HGTV,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/303.ts
美食星球,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/301.ts
幸福空间居家台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/347.ts
东森幼幼台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/308.ts
卡通频道CN,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/314.ts
卡通台Cartoonito,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/318.ts
达文西频道DaVinCi,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/316.ts
梦工厂动画Dreamworks,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/317.ts
尼克儿童频道Nickelodeon,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/312.ts
MOMO亲子台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/313.ts
Animax卡通,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/310.ts
BBCCbeebies,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/319.ts
BabyTV,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/320.ts
Boomerang,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/309.ts
NickJr.儿童频道,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/311.ts
爱放动漫台I-Fun,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/315.ts
经典卡通台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/360.ts
高点综合台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/324.ts
JET综合台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/322.ts
MOMO综合台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/321.ts
ETtoday综合台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/367.ts
EYE戏剧台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/307.ts
EYE旅游台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/306.ts
ROCKAction,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/328.ts
ROCKEntertainment,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/327.ts
ROCKExtreme,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/329.ts
Z频道,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/339.ts
东风卫视,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/340.ts
彩昌影剧,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/355.ts
经典电影台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/359.ts
华艺中文台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/345.ts
台湾戏剧台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/325.ts
无线卫星亚洲台TVBSAsia,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/332.ts
INULTRA,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/363.ts
FashionTV,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/341.ts
Fun探索娱乐台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/356.ts
GlobalTrekker,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/333.ts
ChannelV音乐台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/357.ts
LUXETVChannel,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/362.ts
MezzoLive,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/343.ts
Moonbug,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/364.ts
年代MUCH台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/358.ts
电影原声台CMusic,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/326.ts
音乐频道MTVLive,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/344.ts
MTVAsia,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/330.ts
TRACEUrban,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/342.ts
猪哥亮歌厅秀,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/354.ts
古典乐CLASSICA,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/348.ts
GINXEsportsTV,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/334.ts
博斯PaceSport,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/365.ts
时尚运动X,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/346.ts
环球旅行家Globetrotter,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/302.ts
生活時尚TV5MONDESTYLE,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/361.ts
金光布袋戏,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/352.ts
霹雳台湾台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/351.ts
阿里郎频道Arirang,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/350.ts
韩国娱乐台KMTV,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/349.ts
麦哲伦频道MagellanTV,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/366.ts
原住民族电视台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/381.ts
客家电视台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/380.ts
国会频道1,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/393.ts
国会频道2,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/394.ts
国兴卫视,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/338.ts
东森购物1台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/375.ts
东森购物2台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/376.ts
东森购物3台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/377.ts
东森购物5台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/378.ts
东森超视台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/374.ts
大爱电视,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/396.ts
大爱二台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/397.ts
好消息,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/401.ts
好消息2台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/402.ts
华藏卫视,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/398.ts
人间卫视,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/395.ts
十方法界,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/400.ts
希望频道,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/405.ts
诚心电视台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/403.ts
生命电视台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/404.ts
无上师电视台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/399.ts
NHKWORLDJAPAN,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/388.ts
ELTV生活英语台,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/392.ts
LiveABC互动英语频道,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/391.ts
CinemaxH265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/430.ts
好莱坞电影H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/409.ts
JET综合台H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/408.ts
MOMO综合台H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/436.ts
MOMO亲子台H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/435.ts
TVBSH265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/412.ts
TVBS欢乐台H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/413.ts
东森幼幼H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/414.ts
东森戏剧H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/416.ts
东森综合H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/415.ts
东森财经H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/417.ts
中天娱乐H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/411.ts
中天综合H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/410.ts
三立新闻H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/418.ts
三立台湾台H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/419.ts
三立都会台H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/420.ts
国兴卫视H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/431.ts
壹新闻台H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/407.ts
年代新闻台H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/406.ts
年代MUCH台H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/434.ts
纬来戏剧H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/426.ts
纬来日本H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/427.ts
纬来电影H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/429.ts
纬来综合H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/425.ts
纬来育乐H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/428.ts
八大综合H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/421.ts
八大戏剧H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/423.ts
八大第一H265,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/422.ts
